, 
0,System Idle Process
1,opera
2,System
3,opera
4,Code
5,conhost
6,Code
7,Code
8,Code
9,ACCStd
10,Code
11,opera
12,opera
13,opera
14,opera
15,audiodg
16,NVDisplay.Container
17,NortonSecurity
18,svchost
19,Code
